 TIME                                   ,IR_hori_kjphpm2                         ,Incidence_Angle_Horizontal,T_RTPV                                  ,Tout
5211,0,90,25.4,25.4
5211.5,0,90,25.25,25.3
5212,0,90,25.15,25.2
5212.5,0,90,25.075,25.1
5213,0,90,25.025,25
5213.5,0,90,24.95,25
5214,0,90,24.85,24.9
5214.5,19.8,87.0071,24.9424,24.9
5215,59.4,80.6617,25.206,25
5215.5,404.4993,73.9332,26.7283,25.3
5216,816.4484,67.1425,28.9947,25.8
5216.5,1016.1823,60.3039,30.565,26
5217,1192.461,53.4299,32.1027,26.1
5217.5,1172.8658,46.5326,32.5663,26
5218,1580.6488,39.6255,35.3011,25.9
5218.5,2027.6866,32.7265,38.3795,26.5
5219,2257.2386,25.8653,39.8974,27.8
5219.5,2182.6039,19.1068,40.4273,28.7
5220,1975.4794,12.6428,40.9606,29
5220.5,1517.6108,7.3312,39.1278,29.1
5221,1137.0337,6.856,36.8965,29
5221.5,682.3371,11.8164,33.8097,28.9
5222,483.3,18.2052,32.2375,28.6
5222.5,556.2,24.9402,32.5938,28.4
5223,516.6,31.7925,31.9895,28.3
5223.5,409.95,38.6886,31.0049,28.1
5224,403.65,45.5958,30.7848,27.8
5224.5,535.05,52.4952,31.5233,27.6
5225,487.35,59.3731,30.8831,27.4
5225.5,277.65,66.2173,29.2346,27.3
5226,154.35,73.0152,28.3144,27.2
5226.5,58.5,79.7531,27.5096,27.1
5227,0,86.4143,26.825,26.8
5227.5,0,89.8571,26.65,26.7
5228,0,90,26.55,26.6
5228.5,0,90,26.4,26.4
5229,0,90,26.2,26.2
5229.5,0,90,26.025,26
5230,0,90,25.875,25.9
5230.5,0,90,25.625,25.6
5231,0,90,25.275,25.3
5231.5,0,90,25.125,25.1
5232,0,90,25.175,25.2
5232.5,0,90,25.125,25.1
5233,0,90,24.975,25
5233.5,0,90,24.825,24.8
5234,0,90,24.675,24.7
5234.5,0,90,24.5,24.5
5235,0,90,24.3,24.3
5235.5,0,90,24.15,24.2
5236,0,90,24.05,24.1
5236.5,0,90,23.95,24
5237,0,90,23.85,23.9
5237.5,0,90,23.775,23.8
5238,0,90,23.725,23.7
5238.5,55.8,87.0468,24.0619,23.8
5239,167.4,80.7378,24.6694,24.1
5239.5,485.6236,74.0018,25.827,24.5
5240,820.8445,67.2048,27.3045,25.1
5240.5,1055.7803,60.361,28.6276,25.6
5241,979.1818,53.4831,29.0995,25.9
5241.5,486.45,46.5834,27.4599,25.8
5242,399.15,39.6759,26.5555,25.3
5242.5,478.8,32.7792,26.5804,25.2
5243,529.2,25.9253,26.8935,25.5
5243.5,518.5004,19.1835,27.1455,25.7
5244,826.0334,12.7583,28.546,25.9
5244.5,1859.1005,7.5395,33.0462,26.3
5245,2195.0654,7.1011,35.6179,26.8
5245.5,1797.1032,11.9805,34.6493,27.2
5246,1579.9837,18.3297,33.8004,27.5
5246.5,1230.8559,25.0474,32.2438,27.6
5247,1104.0618,31.8921,31.4602,27.7
5247.5,1193.3269,38.7855,31.8662,27.7
5248,1133.6935,45.6928,32.1848,27.8
5248.5,1019.2981,52.5944,31.6448,27.8
5249,839.2969,59.4758,30.4832,27.8
5249.5,567.6155,66.3247,29.4424,27.7
5250,356.6017,73.1284,28.676,27.5
5250.5,157.5,79.8732,27.8239,27.3
5251,22.5,86.5422,27.1054,27
5251.5,0,89.9233,26.75,26.8
5252,0,90,26.45,26.5
5252.5,0,90,26.2,26.2
5253,0,90,26,26
5253.5,0,90,25.75,25.8
5254,0,90,25.45,25.5
5254.5,0,90,25.2,25.2
5255,0,90,25,25
5255.5,0,90,24.775,24.8
5256,0,90,24.525,24.5
5256.5,0,90,24.325,24.3
5257,0,90,24.175,24.2
5257.5,0,90,24,24
5258,0,90,23.8,23.8
5258.5,0,90,23.6,23.6
5259,0,90,23.4,23.4
5259.5,0,90,23.25,23.3
5260,0,90,23.15,23.2
5260.5,0,90,23.05,23.1
5261,0,90,22.95,23
5261.5,0,90,22.85,22.9
5262,0,90,22.75,22.8
5262.5,36,87.0863,22.965,22.8
5263,108,80.8132,23.4646,22.9
5263.5,441.4532,74.0698,25.2877,23.4
5264,969.4215,67.2665,28.5561,24.1
5264.5,1271.2471,60.4177,30.2107,24.8
5265,1504.0786,53.536,30.6035,25.5
5265.5,1826.4248,46.6342,31.5449,26.3
5266,2058.2346,39.7265,32.4334,27
5266.5,2210.6557,32.8327,32.9954,27.6
5267,2407.9279,25.9868,33.6459,28.2
5267.5,2713.8002,19.2629,34.9378,28.8
5268,2856.5933,12.8787,36.3155,29.4
5268.5,2822.367,7.7543,36.5303,29.9
5269,2850.8546,7.3533,36.2785,30.3
5269.5,2919.4588,12.1531,36.1269,30.7
5270,2861.8435,18.4615,35.755,31
5270.5,2726.4677,25.1609,35.5673,31.3
5271,2510.9597,31.9973,35.4421,31.5
5271.5,2217.6217,38.8875,34.9889,31.6
5272,1948.7014,45.7947,34.3799,31.6
5272.5,1681.038,52.6981,33.8083,31.5
5273,1312.976,59.5829,33.0575,31.3
5273.5,979.4939,66.4364,32.2462,31
5274,548.1282,73.2459,31.2832,30.6
5274.5,169.2,79.9974,30.3839,30.1
5275,25.2,86.6744,29.616,29.6
5275.5,0,89.9916,29.1,29.1
5276,0,90,28.7,28.7
5276.5,0,90,28.325,28.3
5277,0,90,27.975,28
5277.5,0,90,27.625,27.6
5278,0,90,27.275,27.3
5278.5,0,90,26.925,26.9
5279,0,90,26.575,26.6
5279.5,0,90,26.225,26.2
5280,0,90,25.875,25.9
5280.5,0,90,25.55,25.6
5281,0,90,25.25,25.3
5281.5,0,90,24.95,25
5282,0,90,24.65,24.7
5282.5,0,90,24.35,24.4
5283,0,90,24.05,24.1
5283.5,0,90,23.825,23.8
5284,0,90,23.675,23.7
5284.5,0,90,23.5,23.5
5285,0,90,23.3,23.3
5285.5,0,90,23.15,23.2
5286,0,90,23.05,23.1
5286.5,46.8,87.1254,23.1991,23.1
5287,140.4,80.888,23.608,23.2
5287.5,544.6514,74.1371,24.8978,23.7
5288,1256.5321,67.3277,27.1129,24.5
5288.5,1584.4907,60.4739,28.8134,25.3
5289,1749.5064,53.5887,30.1555,26.1
5289.5,2192.6058,46.6849,32.038,26.9
5290,2545.8776,39.7774,33.7967,27.7
5290.5,3010.0905,32.8871,35.6162,28.5
5291,2890.6721,26.05,35.9587,29.2
5291.5,1929.2534,19.3453,33.7578,29.5
5292,1757.7792,13.0041,33.038,29.6
5292.5,1832.391,7.9755,32.921,29.6
5293,1849.8742,7.6122,32.7478,29.7
5293.5,1872.3759,12.3342,32.6213,29.7
5294,1807.332,18.6006,32.3698,29.7
5294.5,1651.6826,25.2808,32.0911,29.7
5295,1541.1213,32.1082,31.9764,29.6
5295.5,1457.8115,38.9948,31.8368,29.4
5296,1282.8891,45.9015,31.4478,29.2
5296.5,1034.419,52.8066,30.8517,29
5297,838.8022,59.6946,30.2754,28.8
5297.5,671.2921,66.5525,29.7346,28.5
5298,425.649,73.3677,29.0452,28.2
5298.5,149.4,80.1259,28.1402,27.8
5299,9,86.7485,27.3489,27.3
5299.5,0,90,26.975,27
5300,0,90,26.725,26.7
5300.5,0,90,26.5,26.5
5301,0,90,26.3,26.3
5301.5,0,90,26.075,26.1
5302,0,90,25.825,25.8
5302.5,0,90,25.575,25.6
5303,0,90,25.325,25.3
5303.5,0,90,25.075,25.1
5304,0,90,24.825,24.8
5304.5,0,90,24.65,24.7
5305,0,90,24.55,24.6
5305.5,0,90,24.45,24.5
5306,0,90,24.35,24.4
5306.5,0,90,24.25,24.3
5307,0,90,24.15,24.2
5307.5,0,90,24.075,24.1
5308,0,90,24.025,24
5308.5,0,90,23.975,24
5309,0,90,23.925,23.9
5309.5,0,90,23.875,23.9
5310,0,90,23.825,23.8
5310.5,46.8,87.1642,24.0662,23.9
5311,140.4,80.962,24.632,24.1
5311.5,542.2954,74.2038,26.183,24.6
5312,1335.3538,67.3883,28.9416,25.5
5312.5,1689.5235,60.5297,31.3215,26.4
5313,1810.9456,53.6411,33.8078,27.3
5313.5,2295.4167,46.7356,36.5953,28.2
5314,2654.5761,39.8287,37.717,29.1
5314.5,3134.9955,32.9423,40.3834,29.9
5315,2996.6016,26.1148,42.8963,30.7
5315.5,1983.6388,19.4307,40.1719,31.1
5316,1763.3097,13.1347,39.3576,31.1
5316.5,1820.4822,8.203,39.5018,31.1
5317,1796.9853,7.8778,38.9244,31.2
5317.5,1716.2483,12.5236,38.341,31.2
5318,1624.4401,18.7471,37.898,31.1
5318.5,1510.1473,25.407,36.9551,31.1
5319,1369.0912,32.2248,35.7082,31
5319.5,1190.2114,39.1073,34.7838,30.8
5320,1025.6282,46.0132,34.1421,30.5
5320.5,865.5217,52.9197,33.2975,30.3
5321,699.4415,59.8107,32.289,30
5321.5,537.11,66.673,31.3501,29.6
5322,352.632,73.4937,30.3815,29.3
5322.5,123.3,80.2586,29.232,28.9
5323,0,86.8161,28.425,28.4
5323.5,0,90,28.125,28.1
5324,0,90,27.975,28
5324.5,0,90,27.825,27.8
5325,0,90,27.675,27.7
5325.5,0,90,27.525,27.5
5326,0,90,27.375,27.4
5326.5,0,90,27.2,27.2
5327,0,90,27,27
5327.5,0,90,26.9,26.9
5328,0,90,26.9,26.9
5328.5,0,90,26.775,26.8
5329,0,90,26.525,26.5
5329.5,0,90,26.35,26.4
5330,0,90,26.25,26.3
5330.5,0,90,26.2,26.2
5331,0,90,26.2,26.2
5331.5,0,90,26.05,26.1
5332,0,90,25.75,25.8
5332.5,0,90,25.65,25.7
5333,0,90,25.75,25.8
5333.5,0,90,25.65,25.7
5334,0,90,25.35,25.4
5334.5,21.6,87.2026,25.1192,25.1
5335,64.8,81.0354,24.9576,24.8
5335.5,66.6,74.2699,25.3398,25.2
5336,185.4,67.4483,26.6105,26.2
5336.5,434.7,60.5851,27.9309,26.9
5337,609.3,53.6932,28.8327,27.4
5337.5,829.29,46.7863,29.8611,27.8
5338,856.4007,39.8804,30.4178,28.3
5338.5,597.9626,32.9985,30.048,28.5
5339,623.1343,26.1814,30.1914,28.6
5339.5,939.8535,19.5192,31.1966,28.7
5340,938.4236,13.2704,31.466,29
5340.5,584.927,8.4366,30.6851,29.1
5341,624.5227,8.1496,30.8408,29.2
5341.5,1035.668,12.7213,32.0231,29.3
5342,1159.0567,18.9008,32.4665,29.5
5342.5,1051.055,25.5396,32.4387,29.7
5343,1248.7489,32.3471,33.3991,29.9
5343.5,1452.6815,39.225,34.3911,30.1
5344,1530.7594,46.1298,35.0015,30.3
5344.5,1516.6313,53.0374,34.7786,30.5
5345,1199.9368,59.9313,33.5269,30.6
5345.5,657.4601,66.7978,32.2749,30.7
5346,349.6262,73.6239,31.603,30.6
5346.5,122.4,80.3954,30.7589,30.4
5347,0,86.8859,30.125,30.1
5347.5,0,90,29.825,29.8
5348,0,90,29.475,29.5
5348.5,0,90,29.25,29.3
5349,0,90,29.15,29.2
5349.5,0,90,28.95,29
5350,0,90,28.65,28.7
5350.5,0,90,28.4,28.4
5351,0,90,28.2,28.2
5351.5,0,90,27.975,28
5352,0,90,27.725,27.7
5352.5,0,90,27.45,27.5
5353,0,90,27.15,27.2
5353.5,0,90,26.875,26.9
5354,0,90,26.625,26.6
5354.5,0,90,26.35,26.4
5355,0,90,26.05,26.1
5355.5,0,90,25.825,25.8
5356,0,90,25.675,25.7
5356.5,0,90,25.525,25.5
5357,0,90,25.375,25.4
5357.5,0,90,25.225,25.2
5358,0,90,25.075,25.1
5358.5,36,87.2407,25.229,25.1
5359,108,81.108,25.6606,25.2
5359.5,318.4385,74.3353,26.6264,25.5
5360,629.7717,67.5078,27.8385,25.9
5360.5,1110.9651,60.64,29.8388,26.5
5361,1519.3269,53.7452,32.5998,27.2
5361.5,1582.8587,46.8371,33.5231,27.9
5362,1833.1627,39.9326,34.0147,28.5
5362.5,2298.7759,33.0557,35.3539,29.2
5363,2540.6961,26.25,36.2107,29.9
5363.5,2532.4073,19.6109,36.3878,30.5
5364,2581.7993,13.4114,36.7269,31
5364.5,2682.9823,8.6764,37.2763,31.4
5365,2623.1375,8.4276,37.489,31.7
5365.5,2392.3314,12.9271,37.155,32
5366,2259.3133,19.0619,36.9453,32.2
5366.5,2192.2971,25.6786,36.7677,32.3
5367,2017.8519,32.4751,36.2579,32.4
5367.5,1740.7384,39.348,35.5865,32.4
5368,1551.8669,46.2513,35.1003,32.3
5368.5,1540.3276,53.1598,34.8667,32.2
5369,1056.535,60.0563,33.8525,32.1
5369.5,452.25,66.9269,32.578,31.8
5370,238.95,73.7583,31.7547,31.3
5370.5,90.9,80.5363,31.0211,30.9
5371,0,86.9577,30.35,30.4
5371.5,0,90,29.95,30
5372,0,90,29.65,29.7
5372.5,0,90,29.375,29.4
5373,0,90,29.125,29.1
5373.5,0,90,28.85,28.9
5374,0,90,28.55,28.6
5374.5,0,90,28.3,28.3
5375,0,90,28.1,28.1
5375.5,0,90,27.85,27.9
5376,0,90,27.55,27.6
5376.5,0,90,27.275,27.3
5377,0,90,27.025,27
5377.5,0,90,26.85,26.9
5378,0,90,26.75,26.8
5378.5,0,90,26.625,26.6
5379,0,90,26.475,26.5
5379.5,0,90,26.025,26
5380,0,90,25.275,25.3
5380.5,0,90,25.225,25.2
5381,0,90,25.875,25.9
5381.5,0,90,26.15,26.2
5382,0,90,26.05,26.1
5382.5,12.6,87.2784,26.1258,26.1
5383,37.8,81.1799,26.3971,26.2
5383.5,62.1,74.4,26.6247,26.3
5384,117.9,67.5667,26.9344,26.4
5384.5,206.55,60.6946,27.3256,26.4
5385,261.45,53.797,27.4697,26.4
5385.5,311.4,46.8881,27.705,26.5
5386,307.8,39.9853,27.868,26.8
5386.5,162,33.1141,27.3077,26.8
5387,277.2,26.3205,27.4043,26.5
5387.5,655.5729,19.7061,28.7885,26.5
5388,919.9476,13.5577,30.1975,26.9
5388.5,1184.9714,8.922,31.6866,27.4
5389,1404.9158,8.7114,33.0486,27.9
5389.5,1556.285,13.1408,34.4686,28.4
5390,1695.9953,19.2302,36.4782,28.8
5390.5,1799.0544,25.824,38.0316,29.2
5391,1871.4656,32.6089,38.7411,29.5
5391.5,1930.4607,39.4763,38.9387,29.9
5392,1813.6819,46.3778,37.9703,30.2
5392.5,1526.2541,53.2869,36.8699,30.4
5393,1241.4996,60.1858,36.254,30.5
5393.5,1060.2263,67.0603,35.2585,30.5
5394,595.0897,73.8969,32.8666,30.5
5394.5,156.15,80.6813,31.1443,30.4
5395,16.65,87.0315,30.1431,30.1
5395.5,0,90,29.825,29.8
5396,0,90,29.675,29.7
5396.5,0,90,29.525,29.5
5397,0,90,29.375,29.4
5397.5,0,90,29.225,29.2
5398,0,90,29.075,29.1
5398.5,0,90,28.925,28.9
5399,0,90,28.775,28.8
5399.5,0,90,28.625,28.6
5400,0,90,28.475,28.5
5400.5,0,90,28.325,28.3
5401,0,90,28.175,28.2
5401.5,0,90,28.025,28
5402,0,90,27.875,27.9
5402.5,0,90,27.725,27.7
5403,0,90,27.575,27.6
5403.5,0,90,27.425,27.4
5404,0,90,27.275,27.3
5404.5,0,90,27.175,27.2
5405,0,90,27.125,27.1
5405.5,0,90,27.075,27.1
5406,0,90,27.025,27
5406.5,9,87.3157,27.0448,27
5407,27,81.2511,27.1385,27.1
5407.5,121.5,74.464,27.5132,27.2
5408,296.1,67.6251,28.2662,27.4
5408.5,509.3693,60.7488,29.1711,27.6
5409,617.8046,53.8486,29.637,27.9
5409.5,572.729,46.9392,29.7424,28.1
5410,722.1934,40.0386,30.5025,28.4
5410.5,1041.2826,33.1737,31.7129,28.7
5411,1214.846,26.3932,32.3675,29
5411.5,1291.3929,19.8047,32.7609,29.4
5412,1372.0577,13.7095,33.178,29.7
5412.5,1470.3835,9.1735,33.6533,29.9
5413,1421.9358,9.001,33.7791,30.2
5413.5,1173.3663,13.3623,33.2446,30.4
5414,1104.6379,19.4057,33.038,30.5
5414.5,1194.295,25.9757,33.1851,30.5
5415,1148.069,32.7484,32.9999,30.5
5415.5,1026.4981,39.6098,32.7613,30.5
5416,884.0198,46.5091,32.5602,30.4
5416.5,696.0092,53.4185,32.0451,30.3
5417,514.7913,60.3197,31.3583,30
5417.5,298.8,67.1979,30.7322,29.9
5418,162,74.0396,30.4441,30
5418.5,89.55,80.8303,30.1317,29.9
5419,18.45,87.1073,29.6735,29.6
5419.5,0,90,29.375,29.4
5420,0,90,29.125,29.1
5420.5,0,90,29,29
5421,0,90,29,29
5421.5,0,90,28.675,28.7
5422,0,90,28.025,28
5422.5,0,90,27.375,27.4
5423,0,90,26.725,26.7
5423.5,0,90,26.675,26.7
5424,0,90,27.225,27.2
5424.5,0,90,27.075,27.1
5425,0,90,26.225,26.2
5425.5,0,90,26.175,26.2
5426,0,90,26.925,26.9
5426.5,0,90,27.225,27.2
5427,0,90,27.075,27.1
5427.5,0,90,26.55,26.6
5428,0,90,25.65,25.7
5428.5,0,90,25.425,25.4
5429,0,90,25.875,25.9
5429.5,0,90,26.275,26.3
5430,0,90,26.625,26.6
5430.5,9,87.3527,26.8504,26.8
5431,27,81.3215,26.9483,26.9
5431.5,94.05,74.5274,27.2655,27
5432,193.95,67.683,27.8222,27.2
5432.5,274.95,60.8026,28.3583,27.4
5433,380.25,53.9002,28.9588,27.6
5433.5,526.5417,46.9906,29.7696,27.8
5434,609.1425,40.0926,30.4409,28
5434.5,615.7556,33.2346,30.6073,28.2
5435,700.2293,26.4681,30.8478,28.3
5435.5,856.94,19.9069,31.4827,28.5
5436,912.3811,13.8668,31.925,28.8
5436.5,884.0493,9.4306,31.9633,29
5437,865.1668,9.296,31.9294,29.1
5437.5,798.6833,13.5915,31.694,29.1
5438,819.7843,19.5884,31.6965,29.2
5438.5,954.3379,26.1339,31.9667,29.2
5439,965.1743,32.8936,31.8105,29.2
5439.5,910.2351,39.7485,31.5836,29.2
5440,790.0108,46.6453,31.267,29.2
5440.5,573.3,53.5548,30.4598,29
5441,434.7,60.458,29.6306,28.5
5441.5,336.6,67.3398,29.2192,28.4
5442,217.8,74.1864,29.0959,28.6
5442.5,76.5,80.9833,28.9424,28.8
5443,0,87.1851,28.925,28.9
5443.5,0,90,28.925,28.9
5444,0,90,28.775,28.8
5444.5,0,90,28.6,28.6
5445,0,90,28.4,28.4
5445.5,0,90,27.85,27.9
5446,0,90,26.95,27
5446.5,0,90,26.7,26.7
5447,0,90,27.1,27.1
5447.5,0,90,27.15,27.2
5448,0,90,26.85,26.9
5448.5,0,90,26.825,26.8
5449,0,90,27.075,27.1
5449.5,0,90,27.15,27.2
5450,0,90,27.05,27.1
5450.5,0,90,26.925,26.9
5451,0,90,26.775,26.8
5451.5,0,90,26.675,26.7
5452,0,90,26.625,26.6
5452.5,0,90,26.55,26.6
5453,0,90,26.45,26.5
5453.5,0,90,26.35,26.4
5454,0,90,26.25,26.3
5454.5,14.4,87.3892,26.3149,26.3
5455,43.2,81.3911,26.5446,26.4
5455.5,226.8,74.5902,27.3217,26.7
5456,464.4,67.7404,28.4347,27
5456.5,662.0491,60.8562,29.4944,27.4
5457,817.581,53.9517,30.4697,27.7
5457.5,875.8926,47.0422,30.9939,28
5458,1005.1819,40.1473,31.5928,28.1
5458.5,1184.7568,33.2969,32.7294,28.4
5459,1334.4061,26.5453,34.3218,28.8
5459.5,1478.511,20.0128,35.8812,29.2
5460,1596.4338,14.0295,37.1026,29.7
5460.5,1730.2251,9.6933,37.8497,30.1
5461,1730.1265,9.5963,37.4745,30.4
5461.5,1610.7199,13.8282,36.8928,30.6
5462,1461.2649,19.7781,36.3747,30.7
5462.5,1226.5418,26.2983,35.3154,30.8
5463,1051.2997,33.0445,34.3851,30.8
5463.5,911.8826,39.8925,33.8455,30.8
5464,754.5856,46.7864,33.3899,30.7
5464.5,598.95,53.6957,32.9005,30.6
5465,452.25,60.6007,32.3794,30.4
5465.5,293.85,67.4859,31.5168,30.2
5466,166.95,74.3372,30.6831,30
5466.5,62.1,81.1402,29.9969,29.8
5467,0,87.2649,29.45,29.5
5467.5,0,90,29.25,29.3
5468,0,90,29.15,29.2
5468.5,0,90,29.05,29.1
5469,0,90,28.95,29
5469.5,0,90,28.825,28.8
5470,0,90,28.675,28.7
5470.5,0,90,28.3,28.3
5471,0,90,27.7,27.7
5471.5,0,90,27.575,27.6
5472,0,90,27.925,27.9
5472.5,0,90,28.075,28.1
5473,0,90,28.025,28
5473.5,0,90,27.925,27.9
5474,0,90,27.775,27.8
5474.5,0,90,27.7,27.7
5475,0,90,27.7,27.7
5475.5,0,90,27.55,27.6
5476,0,90,27.25,27.3
5476.5,0,90,26.9,26.9
5477,0,90,26.5,26.5
5477.5,0,90,26.6,26.6
5478,0,90,27.2,27.2
5478.5,7.2,87.4254,27.516,27.5
5479,21.6,81.46,27.5521,27.5
5479.5,39.15,74.6523,27.6269,27.5
5480,90.45,67.7972,27.8266,27.6
5480.5,69.75,60.9094,27.828,27.6
5481,326.25,54.0032,28.6445,27.7
5481.5,1126.2787,47.0942,31.5422,28.2
5482,1469.0289,40.2029,33.4971,29.1
5482.5,1265.6812,33.3606,33.5821,29.7
5483,1596.8512,26.6249,35.194,30.2
5483.5,2067.746,20.1226,37.3104,30.7
5484,2100.1686,14.1979,38.0247,31.3
5484.5,1542.2856,9.9614,36.8186,31.7
5485,1327.0518,9.9017,36.7275,31.9
5485.5,1278.67,14.0721,37.4621,32.1
5486,1194.5197,19.9749,38.5324,32.1
5486.5,1153.4159,26.4691,39.406,32.2
5487,1039.3262,33.2012,38.8868,32.3
5487.5,862.0931,40.0417,37.7924,32.3
5488,703.4259,46.9323,36.6672,32.1
5488.5,526.05,53.8411,35.2889,32
5489,431.55,60.7477,34.387,31.9
5489.5,448.9683,67.6361,34.3087,31.7
5490,333.2454,74.4921,33.5708,31.6
5490.5,101.8361,81.3011,32.0204,31.4
5491,0,87.3466,31.125,31.1
5491.5,0,90,30.875,30.9
5492,0,90,30.625,30.6
5492.5,0,90,30.375,30.4
5493,0,90,30.125,30.1
5493.5,0,90,29.875,29.9
5494,0,90,29.625,29.6
5494.5,0,90,29.375,29.4
5495,0,90,29.125,29.1
5495.5,0,90,28.875,28.9
5496,0,90,28.625,28.6
5496.5,0,90,28.35,28.4
5497,0,90,28.05,28.1
5497.5,0,90,27.75,27.8
5498,0,90,27.45,27.5
5498.5,0,90,27.15,27.2
5499,0,90,26.85,26.9
5499.5,0,90,26.625,26.6
5500,0,90,26.475,26.5
5500.5,0,90,26.325,26.3
5501,0,90,26.175,26.2
5501.5,0,90,26.05,26.1
5502,0,90,25.95,26
5502.5,37.8,87.4612,26.2596,26
5503,113.4,81.5282,27.0021,26.1
5503.5,474.6129,74.7138,29.5653,26.6
5504,1084.2501,67.8537,33.3737,27.3
5504.5,1337.6537,60.9625,35.5442,28.1
5505,1506.1513,54.0547,37.3155,28.9
5505.5,1938.0014,47.1465,40.6796,29.7
5506,2222.8849,40.2593,43.241,30.4
5506.5,2476.3837,33.4259,45.155,31.1
5507,2668.1058,26.7071,46.1528,31.8
5507.5,2727.132,20.2362,46.6781,32.4
5508,2864.438,14.3718,47.9942,32.9
5508.5,3115.3586,10.2348,48.4657,33.5
5509,3183.4889,10.212,46.9945,34
5509.5,3098.3936,14.3231,45.5761,34.4
5510,3002.7709,20.1786,44.5444,34.6
5510.5,2882.8916,26.6461,43.4569,34.9
5511,2658.4515,33.3634,42.1493,35.1
5511.5,2313.3767,40.1961,41.0156,35.2
5512,2077.2642,47.083,40.4249,35.2
5512.5,1897.4807,53.9911,39.9358,35.1
5513,1519.1486,60.8989,39.028,35
5513.5,1176.9088,67.7903,37.6709,34.7
5514,721.8591,74.6508,35.8319,34.3
5514.5,246.3883,81.4657,34.3564,33.8
5515,52.65,87.4302,33.4267,33.3
5515.5,0,90,32.825,32.8
5516,0,90,32.475,32.5
5516.5,0,90,32.1,32.1
5517,0,90,31.7,31.7
5517.5,0,90,31.325,31.3
5518,0,90,30.975,31
5518.5,0,90,30.625,30.6
5519,0,90,30.275,30.3
5519.5,0,90,29.925,29.9
5520,0,90,29.575,29.6
5520.5,0,90,29.25,29.3
5521,0,90,28.95,29
5521.5,0,90,28.675,28.7
5522,0,90,28.425,28.4
5522.5,0,90,28.15,28.2
5523,0,90,27.85,27.9
5523.5,0,90,27.625,27.6
5524,0,90,27.475,27.5
5524.5,0,90,27.325,27.3
5525,0,90,27.175,27.2
5525.5,0,90,27.05,27.1
5526,0,90,26.95,27
5526.5,48.6,87.4966,27.1988,27
5527,145.8,81.5956,27.7797,27.2
5527.5,514.361,74.7747,29.2767,27.7
5528,1264.65,67.9096,32.2107,28.5
5528.5,1544.9864,61.0153,34.1285,29.3
5529,1537.8967,54.1063,35.2538,30
5529.5,1701.3556,47.1993,36.427,30.7
5530,1899.2594,40.3167,37.417,31.2
5530.5,2494.3005,33.4928,40.2988,31.8
5531,2812.2743,26.7918,43.1141,32.5
5531.5,2881.8022,20.3539,44.3166,33.1
5532,3013.0594,14.5513,44.8227,33.6
5532.5,3142.2979,10.5134,44.9864,34.1
5533,3181.2869,10.5271,44.6376,34.6
5533.5,3232.5876,14.581,44.2559,35
5534,2969.7179,20.3891,42.934,35.3
5534.5,2427.7468,26.8293,41.1084,35.4
5535,2013.4715,33.5313,39.8181,35.5
5535.5,1619.2024,40.3556,38.8111,35.4
5536,1242.9524,47.2385,37.8865,35.1
5536.5,821.8428,54.1455,36.6411,34.8
5537,587.1521,61.0544,35.6716,34.4
5537.5,494.6257,67.9487,35.0238,34
5538,321.2909,74.8135,34.2043,33.5
5538.5,102.6,81.6341,33.2808,33.1
5539,0,87.5157,32.55,32.6
5539.5,0,90,32.125,32.1
5540,0,90,31.775,31.8
5540.5,0,90,31.425,31.4
5541,0,90,31.075,31.1
5541.5,0,90,30.725,30.7
5542,0,90,30.375,30.4
5542.5,0,90,30.025,30
5543,0,90,29.675,29.7
5543.5,0,90,29.35,29.4
5544,0,90,29.05,29.1
5544.5,0,90,28.725,28.7
5545,0,90,28.375,28.4
5545.5,0,90,28.05,28.1
5546,0,90,27.75,27.8
5546.5,0,90,27.425,27.4
5547,0,90,27.075,27.1
5547.5,0,90,26.825,26.8
5548,0,90,26.675,26.7
5548.5,0,90,26.525,26.5
5549,0,90,26.375,26.4
5549.5,0,90,26.225,26.2
5550,0,90,26.075,26.1
5550.5,27,87.5315,26.2306,26.1
5551,81,81.6622,26.6734,26.2
5551.5,362.1507,74.835,28.2269,26.6
5552,802.2191,67.9652,30.1911,27.1
5552.5,1128.9577,61.0679,31.9568,27.8
5553,1463.334,54.158,34.1798,28.5
5553.5,2023.2978,47.2527,37.3112,29.4
5554,2331.9492,40.3751,39.4498,30.3
5554.5,2214.5573,33.5615,39.1126,31
5555,2260.6247,26.8793,38.8927,31.5
5555.5,2432.3486,20.4756,39.112,32
5556,2453.8238,14.7365,38.9098,32.5
5556.5,2326.4576,10.7971,38.3753,32.8
5557,2366.1016,10.8468,38.2669,33.1
5557.5,2547.9015,14.8456,38.5726,33.4
5558,2629.468,20.6064,38.7401,33.6
5558.5,2659.961,27.0186,39.0683,33.9
5559,2588.2416,33.7047,39.4318,34.1
5559.5,2464.7602,40.5202,39.5061,34.3
5560,2149.5581,47.3987,38.9488,34.4
5560.5,1705.645,54.3043,37.9757,34.3
5561,1352.506,61.2141,36.9829,34.2
5561.5,1157.496,68.111,36.1167,33.9
5562,604.9563,74.98,34.6029,33.6
5562.5,142.65,81.8062,33.4648,33.1
5563,22.95,87.603,32.6353,32.6
5563.5,0,90,32.1,32.1
5564,0,90,31.7,31.7
5564.5,0,90,31.275,31.3
5565,0,90,30.825,30.8
5565.5,0,90,30.375,30.4
5566,0,90,29.925,29.9
5566.5,0,90,29.475,29.5
5567,0,90,29.025,29
5567.5,0,90,28.6,28.6
